assembly_id	qseqid	taxid	staxid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	slen	ssuperkingdom	skingdom	sphylum	ssubphylum	sclass	sorder	sfamily	sgenus	sspecies	rDNA_copynumber	superkingdom	supergroup	kingdom	phylum	class	order	family	genus	species
GCA_004154925	GCA_004154925|QJNS01000595.1/608-6266;size=1	155416	1010633	gi|1832288657|emb|LR761623.1|	93.089	5672	328	51	2	5659	3457496	3463117	0	8244	60747861	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Poales	Poaceae	Digitaria	Digitaria exilis	1	Eukaryota	Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Xylariales	Monosporascus	Monosporascus	Monosporascus cannonballus
GCA_004155895	GCA_004155895|QJNT01000550.1/7457-1799;size=1	155416	1010633	gi|1832288657|emb|LR761623.1|	93.089	5672	328	51	2	5659	3457496	3463117	0	8244	60747861	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Poales	Poaceae	Digitaria	Digitaria exilis	1	Eukaryota	Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Xylariales	Monosporascus	Monosporascus	Monosporascus cannonballus
GCA_004194325	GCA_004194325|SBIN01000979.1/12462-18075;size=1	27350	1010633	gi|1832288657|emb|LR761623.1|	97.209	5626	138	15	1	5614	42783138	42788756	0	9502	60747861	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Poales	Poaceae	Digitaria	Digitaria exilis	2	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia striiformis
GCA_004194325	GCA_004194325|SBIN01000979.1/3986-9561;size=1	27350	1010633	gi|1832288657|emb|LR761623.1|	96.837	5627	119	52	1	5576	42783138	42788756	0	9350	60747861	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Poales	Poaceae	Digitaria	Digitaria exilis	2	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia striiformis
GCA_004634155	GCA_004634155|SAXP01000141.1/12690-7595;size=9	8010	5059	gi|1835280112|gb|CP051097.1|	99.734	2636	6	1	583	3218	2946897	2949531	0	4828	2959024	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus	9	Eukaryota	Opisthokonta	Metazoa	Chordata	Actinopteri	Esociformes	Esocidae	Esox	Esox lucius
GCA_004802645	GCA_004802645|SRKS01000005.1/2499071-2493460;size=17	1934353	1010633	gi|1832288657|emb|LR761623.1|	98.774	5628	49	11	1	5612	3457495	3463118	0	9993	60747861	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Poales	Poaceae	Digitaria	Digitaria exilis	18	Eukaryota	Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Amesia	Amesia nigricolor
GCA_004802645	GCA_004802645|SRKS01000012.1/16-4197;size=1	1934353	1010633	gi|1832288657|emb|LR761623.1|	96.714	4261	49	73	1	4182	3458869	3463117	0	7009	60747861	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Poales	Poaceae	Digitaria	Digitaria exilis	18	Eukaryota	Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Amesia	Amesia nigricolor
GCA_004886185	GCA_004886185|SDHF02002611.1/15075-20871;size=2	9615	3691	gi|2511383461|emb|OX637673.1|	99.103	5799	48	4	1	5797	7492765	7486969	0	10418	48858236	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus nigra	5	Eukaryota	Opisthokonta	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus
GCA_004886185	GCA_004886185|SDHF02002611.1/3738-9537;size=1	9615	3691	gi|2511383461|emb|OX637673.1|	98.642	5818	40	38	1	5800	7492765	7486969	0	10270	48858236	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus nigra	5	Eukaryota	Opisthokonta	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus
GCA_004886185	GCA_004886185|SDHF02003437.1/4073-9872;size=1	9615	3691	gi|2511383461|emb|OX637673.1|	96.569	5830	126	72	3	5800	17961678	17955891	0	9590	48858236	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus nigra	5	Eukaryota	Opisthokonta	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus
GCA_004886185	GCA_004886185|SDHF02003616.1/8076-2170;size=1	9615	3694	gi|1878849220|gb|MT796556.1|	93.62	4953	199	98	13	4924	1	4877	0	7287	5543	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus trichocarpa	5	Eukaryota	Opisthokonta	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus
GCA_004917845	GCA_004917845|SPOB01000100.1/2146-7931;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.66	3427	138	27	2368	5786	1	3390	0	5273	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004917865	GCA_004917865|SPOD01000106.1/8-5782;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.826	3421	139	23	2362	5775	1	3390	0	5302	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004917895	GCA_004917895|SPOH01000108.1/5909-128;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.714	3424	140	23	2366	5782	1	3390	0	5282	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004917975	GCA_004917975|SPRM01000106.1/7544-1860;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2295	5685	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918005	GCA_004918005|SPRU01000112.1/1563-7245;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3389	0	0	2295	5683	1	3389	0	6259	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918015	GCA_004918015|SPOC01000104.1/7805-2024;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.714	3424	140	23	2366	5782	1	3390	0	5282	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918025	GCA_004918025|SPRV01000114.1/1486-7169;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2294	5684	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918075	GCA_004918075|SPRL01000096.1/7511-1831;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2291	5681	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918305	GCA_004918305|SPOM01000090.1/2148-7923;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.826	3421	139	23	2363	5776	1	3390	0	5302	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918315	GCA_004918315|SPNX01000101.1/7803-2028;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.797	3421	140	22	2363	5776	1	3390	0	5297	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918335	GCA_004918335|SPNZ01000267.1/8-5782;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.685	3424	141	23	2359	5775	1	3390	0	5276	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918345	GCA_004918345|SPOA01000101.1/2146-7931;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.66	3427	138	27	2368	5786	1	3390	0	5273	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918405	GCA_004918405|SPOO01000090.1/2148-7923;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.826	3421	139	23	2363	5776	1	3390	0	5302	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918415	GCA_004918415|SPOL01000107.1/5872-97;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.826	3421	139	23	2363	5776	1	3390	0	5302	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918445	GCA_004918445|SPOG01000103.1/7805-2024;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.714	3424	140	23	2366	5782	1	3390	0	5282	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918455	GCA_004918455|SPOF01000099.1/2148-7929;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.714	3424	140	23	2366	5782	1	3390	0	5282	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918485	GCA_004918485|SPRQ01000100.1/1316-6998;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2293	5683	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918525	GCA_004918525|SPRF01000116.1/7541-1860;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2292	5682	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918625	GCA_004918625|SPOK01000105.1/1013-6788;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.826	3421	139	23	2363	5776	1	3390	0	5302	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918635	GCA_004918635|SPRD01000105.1/7552-1867;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2296	5686	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918645	GCA_004918645|SPRE01000112.1/5721-36;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2296	5686	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918655	GCA_004918655|SPOP01000090.1/2148-7923;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.826	3421	139	23	2363	5776	1	3390	0	5302	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918665	GCA_004918665|SPRB01000118.1/760-6441;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2292	5682	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918725	GCA_004918725|SPRT01000131.1/188-5869;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2292	5682	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918735	GCA_004918735|SPON01000090.1/2148-7923;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.826	3421	139	23	2363	5776	1	3390	0	5302	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918745	GCA_004918745|SPOJ01000101.1/2115-7890;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.826	3421	139	23	2363	5776	1	3390	0	5302	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918755	GCA_004918755|SPOI01000295.1/1709-7491;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.797	3421	140	23	2370	5783	1	3390	0	5297	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918795	GCA_004918795|SPRH01000109.1/7550-1868;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2293	5683	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918835	GCA_004918835|SPRW01000102.1/1335-7018;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2294	5684	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918885	GCA_004918885|SPNY01000089.1/2148-7923;size=1	245174	121845	gi|1494774796|ref|XR_003394590.1|	94.826	3421	139	23	2363	5776	1	3390	0	5302	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
GCA_004918905	GCA_004918905|SPRC01000101.1/7548-1867;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2292	5682	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918915	GCA_004918915|SPRN01000115.1/7542-1860;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2293	5683	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918925	GCA_004918925|SPRP01000099.1/1564-7247;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2294	5684	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918985	GCA_004918985|SPRS01000105.1/7552-1867;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2296	5686	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_004918995	GCA_004918995|SPRY01000116.1/1358-7039;size=1	1708541	121845	gi|1494774796|ref|XR_003394590.1|	100	3391	0	0	2292	5682	1	3391	0	6263	3396	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCA_006408655	GCA_006408655|SJXW01005148.1/34613-29517;size=1	1088131	318448	gi|1855019152|gb|MT610964.1|	93.163	5134	280	54	2	5083	688	5802	0	7474	5802	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Dipsacales	Caprifoliaceae	Symphoricarpos	Symphoricarpos occidentalis	1	Eukaryota	Opisthokonta	Metazoa	Chordata	Mammalia	Artiodactyla	Tragulidae	Tragulus	Tragulus kanchil
GCA_006410615	GCA_006410615|SJYA01013883.1/7013-1287;size=1	66442	138044	gi|1198020093|gb|KY316156.1|	99.302	5729	36	3	1	5727	699	6425	0	10355	7140	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Fabales	Fabaceae	Vachellia	Vachellia seyal	1	Eukaryota	Opisthokonta	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Neotragus	Neotragus moschatus
GCA_006411685	GCA_006411685|SJYJ010281410.1/2660-6724;size=1	69296	57919	gi|2302096823|emb|OX327009.1|	95.616	4083	139	27	1	4064	10117	14178	0	6512	55440046	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Rosales	Rosaceae	Geum	Geum urbanum	1	Eukaryota	Opisthokonta	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus buxtoni
GCA_006461545	GCA_006461545|SPDX01074155.1/2332-6790;size=1	68408	131158	gi|530279562|gb|KF184927.1|	96.599	4469	126	21	1	4459	104400	99948	0	7387	122955	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Poales	Poaceae	Saccharum	Saccharum hybrid cultivar	2	Eukaryota	Opisthokonta	Metazoa	Chordata	Mammalia	Artiodactyla	Moschidae	Moschus	Moschus berezovskii
GCA_007565055	GCA_007565055|CM017363.1/36152245-36146663;size=1	61622	4932	gi|2162238129|gb|CP088312.1|	98.281	5584	83	6	1	5581	563184	568757	0	9768	1024519	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	1	Eukaryota	Opisthokonta	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Rhinopithecus	Rhinopithecus roxellana
GCA_007644095	GCA_007644095|SIDA01005940.1/4476-10134;size=1	9823	34284	gi|1727325710|gb|CP032579.1|	96.79	5669	157	23	1	5657	40019464	40025119	0	9437	43702783	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium turneri	1	Eukaryota	Opisthokonta	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
GCA_008042475	GCA_008042475|VNJM01002821.1/1-4819;size=1	137072	4932	gi|2546291152|gb|CP129579.1|	98.652	4821	61	4	1	4819	436796	431978	0	8540	989421	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	2	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila kanapiae
GCA_008042475	GCA_008042475|VNJM01003145.1/1-6056;size=1	137072	1294345	gi|768828327|gb|CP006391.1|	96.415	4993	157	17	1	4980	1593482	1588499	0	8209	2396136	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	2	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila kanapiae
GCA_008042485	GCA_008042485|VNJN01008162.1/2245-7497;size=1	137074	36015	gi|2508740335|gb|CP125797.1|	89.664	5292	456	62	1	5253	40639	35400	0	6658	1009114	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kluyveri	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila mayri
GCA_008042515	GCA_008042515|VNJQ01003246.1/7634-2157;size=1	137078	36015	gi|2508740335|gb|CP125797.1|	89.761	5518	474	64	1	5478	40639	35173	0	6975	1009114	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kluyveri	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila truncata
GCA_008042575	GCA_008042575|VNJS01007761.1/5666-202;size=1	94109	36015	gi|2508740335|gb|CP125797.1|	88.988	5512	512	72	5	5465	40639	35172	0	6728	1009114	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kluyveri	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila watanabei
GCA_008042715	GCA_008042715|VNJY01007997.1/5657-198;size=1	103765	36015	gi|2508740335|gb|CP125797.1|	88.526	5508	540	72	5	5460	40639	35172	0	6586	1009114	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kluyveri	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila bocki
GCA_008086715	GCA_008086715|SSSL01000440.1/2963-8770;size=1	44668	38846	gi|2438925260|gb|CP110844.1|	96.209	5829	161	47	1	5808	29073165	29078954	0	9485	29100068	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia peplus	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Insecta	Hemiptera	Aphididae	Sitobion	Sitobion miscanthi
GCA_009025955	GCA_009025955|QYUB01123236.1/1496-7317;size=1	63436	1238142	gi|833203949|gb|KP718623.1|	97.258	5836	141	16	1	5822	608	6438	0	9873	7052	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Lamiales	Paulowniaceae	Paulownia	Paulownia coreana	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Figitidae	Leptopilina	Leptopilina heterotoma
GCA_009026005	GCA_009026005|QYUC01180035.1/1170-6988;size=1	63436	1238142	gi|833203949|gb|KP718623.1|	97.257	5833	141	16	1	5819	608	6435	0	9867	7052	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Lamiales	Paulowniaceae	Paulownia	Paulownia coreana	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Figitidae	Leptopilina	Leptopilina heterotoma
