"","assembly_id","rDNA_copynumber","taxid","superkingdom","supergroup","kingdom","phylum","class","order","family","genus","species"
"4376","GCA_012922835",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4377","GCA_012922885",1,1859096,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","Cryptococcus gattii VGII"
"4378","GCA_012922935",1,318829,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Pyriculariaceae","Pyricularia","Pyricularia oryzae"
"4379","GCA_012923435",1,3483,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis","Cannabis sativa"
"4380","GCA_012931545",4,8018,"Eukaryota","Opisthokonta","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta"
"4381","GCA_012931725",3,155299,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Laurales","Lauraceae","Litsea","Litsea cubeba"
"4382","GCA_012931995",1,1237068,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium albosuccineum"
"4383","GCA_012932025",1,2364996,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium austroafricanum"
"4384","GCA_012932125",5,538958,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Conopomorpha","Conopomorpha cramerella"
"4385","GCA_012932265",1,4796,"Eukaryota","SAR","Stramenopiles","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora palmivora"
"4386","GCA_012932865",4,103385,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Amylostereum","Amylostereum areolatum"
"4387","GCA_012934285",6,72228,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Ophiocordyceps","Ophiocordyceps sinensis"
"4388","GCA_012934335",2,4556,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Setaria","Setaria viridis"
"4389","GCA_012934845",19,141832,"Eukaryota","Opisthokonta","Metazoa","Acanthocephala","Palaeacanthocephala","Echinorhynchida","Pomphorhynchidae","Pomphorhynchus","Pomphorhynchus laevis"
"4390","GCA_012959195",6,1133412,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexanauplia","Harpacticoida","Harpacticidae","Tigriopus","Tigriopus kingsejongensis"
"4391","GCA_012971845",1,45133,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia","Lasiodiplodia theobromae"
"4392","GCA_012976165",12,72446,"Eukaryota","Opisthokonta","Metazoa","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Labeo","Labeo catla"
"4393","GCA_012976205",2,2652145,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Exobasidiomycetes","Golubeviales","Golubeviaceae","Golubevia","Golubevia sp. BC0902"
"4394","GCA_012976215",1,2652144,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Exobasidiomycetes","Golubeviales","Golubeviaceae","Golubevia","Golubevia sp. BC0812"
"4395","GCA_012976225",1,2652143,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Exobasidiomycetes","Golubeviales","Golubeviaceae","Golubevia","Golubevia sp. BC0850"
"4396","GCA_012977735",1,2594821,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium tanahbumbuense"
"4397","GCA_012977745",1,183586,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium anguioides"
"4398","GCA_012977825",7,32389,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Pteromalus","Pteromalus puparum"
"4399","GCA_012977835",1,40997,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Myriangiales","Elsinoaceae","Elsinoe","Elsinoe fawcettii"
"4400","GCA_012978405",1,529468,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora macadamiae"
"4401","GCA_012978445",1,54988,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Dipteryx","Dipteryx alata"
"4402","GCA_012978465",1,318829,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Pyriculariaceae","Pyricularia","Pyricularia oryzae"
"4403","GCA_012978555",1,2951361,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium drepaniforme"
"4404","GCA_012979105",1,354439,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Rhynchophorus","Rhynchophorus ferrugineus"
"4405","GCA_012979155",2,65561,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Hypericaceae","Hypericum","Hypericum perforatum"
"4406","GCA_012979215",5,7108,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","Spodoptera frugiperda"
"4407","GCA_012979555",1,74524,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Trifolium occidentale"
"4408","GCA_012979565",1,28995,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus","Pleurotus pulmonarius"
"4409","GCA_012980515",11,2030778,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Ophiocordyceps","Ophiocordyceps camponoti-floridani"
"4410","GCA_012980525",1,28995,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus","Pleurotus pulmonarius"
"4411","GCA_013030025",1,3483,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis","Cannabis sativa"
"4412","GCA_013030365",2,3483,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis","Cannabis sativa"
"4413","GCA_013030385",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4414","GCA_013030395",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4415","GCA_013030405",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4416","GCA_013030415",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4417","GCA_013036085",2,48698,"Eukaryota","Opisthokonta","Metazoa","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Poecilia","Poecilia formosa"
"4418","GCA_013036305",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4419","GCA_013036355",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4420","GCA_013036385",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4421","GCA_013036445",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4422","GCA_013036475",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4423","GCA_013036525",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4424","GCA_013036595",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4425","GCA_013036665",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4426","GCA_013036715",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4427","GCA_013036735",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4428","GCA_013036755",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4429","GCA_013036825",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4430","GCA_013036835",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4431","GCA_013036905",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4432","GCA_013036955",1,5537,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"4433","GCA_013053245",5,84607,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Agrocybe","Agrocybe pediades"
"4434","GCA_013054445",1,354080,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Leotiomycetes","Helotiales","Tricladiaceae","Cudoniella","Cudoniella acicularis"
"4435","GCA_013076295",3,128131,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Sanderia","Sanderia malayensis"
"4436","GCA_013076305",3,499914,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Scyphozoa","Rhizostomeae","Rhizostomatidae","Rhopilema","Rhopilema esculentum"
"4437","GCA_013085055",1,660027,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium oxysporum"
"4438","GCA_013090125",1,208348,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia","Puccinia triticina"
"4439","GCA_013099955",3,5811,"Eukaryota","SAR","Alveolata","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Toxoplasma","Toxoplasma gondii"
"4440","GCA_013103335",12,126418,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Forsythia","Forsythia suspensa"
"4441","GCA_013103745",8,114476,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Gardenia","Gardenia jasminoides"
"4442","GCA_013115135",1,32597,"Eukaryota","SAR","Alveolata","Perkinzoa","Perkinzoa","Perkinsida","Perkinsidae","Perkinsus","Perkinsus olseni"
"4443","GCA_013122295",1,37727,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces marneffei"
"4444","GCA_013122585",6,7725,"Eukaryota","Opisthokonta","Metazoa","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Styela clava"
"4445","GCA_013133815",1,304459,"Eukaryota","Opisthokonta","Metazoa","Chordata","Actinopteri","Perciformes","Serranidae","Cromileptes","Cromileptes altivelis"
"4446","GCA_013138035",1,2720512,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium sp. str. #12"
"4447","GCA_013141755",45,30069,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","Anopheles stephensi"
"4448","GCA_013145845",1,5067,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus parasiticus"
"4449","GCA_013145855",1,5059,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"4450","GCA_013145865",1,5059,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"4451","GCA_013145875",1,5067,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus parasiticus"
"4452","GCA_013145925",1,5059,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"4453","GCA_013145995",1,5067,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus parasiticus"
"4454","GCA_013146005",1,5067,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus parasiticus"
"4455","GCA_013146015",1,5059,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"4456","GCA_013146025",1,5059,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"4457","GCA_013146035",1,5059,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"4458","GCA_013146145",1,5067,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus parasiticus"
"4459","GCA_013146155",1,5059,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"4460","GCA_013146195",8,103999,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Campanulaceae","Codonopsis","Codonopsis lanceolata"
"4461","GCA_013168735",1,169388,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium solani"
"4462","GCA_013168755",2,1381980,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Acanthaceae","Avicennia","Avicennia marina"
"4463","GCA_013168815",16,48490,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium circinatum"
"4464","GCA_013168825",12,48490,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium circinatum"
"4465","GCA_013168835",15,48490,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium circinatum"
"4466","GCA_013168865",1,40601,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Claviceps","Claviceps paspali"
"4467","GCA_013170945",1,27337,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium","Verticillium dahliae"
"4468","GCA_013171265",1,54800,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Larix","Larix kaempferi"
"4469","GCA_013177555",1,5482,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida tropicalis"
"4470","GCA_013177575",1,52253,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida sojae"
"4471","GCA_013179785",1,230603,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces uvarum"
"4472","GCA_013179815",1,230603,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces uvarum"
"4473","GCA_013179935",1,230603,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces uvarum"
"4474","GCA_013179955",1,230603,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces uvarum"
"4475","GCA_013180045",1,4932,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"4476","GCA_013180165",1,4931,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces bayanus"
"4477","GCA_013180195",1,230603,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces uvarum"
"4478","GCA_013180235",1,230603,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces uvarum"
"4479","GCA_013180345",1,230603,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces uvarum"
"4480","GCA_013180625",372,173701,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Burseraceae","Boswellia","Boswellia sacra"
"4481","GCA_013180735",1,27292,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces pastorianus"
"4482","GCA_013181305",1,4932,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"4483","GCA_013181345",1,1080349,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces eubayanus"
"4484","GCA_013181535",1,27292,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces pastorianus"
"4485","GCA_013183765",1,221167,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium xylarioides"
"4486","GCA_013183795",1,230603,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces uvarum"
"4487","GCA_013184295",1,281087,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium brasilicum"
"4488","GCA_013184305",1,281068,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium cortaderiae"
"4489","GCA_013184315",1,56665,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium kyushuense"
"4490","GCA_013184325",1,2494467,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium luffae"
"4491","GCA_013184365",1,152502,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium hostae"
"4492","GCA_013184375",1,1567543,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium newnesense"
"4493","GCA_013184435",1,48486,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium babinda"
"4494","GCA_013184445",1,2692427,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium sp. NRRL 53497"
"4495","GCA_013184455",1,1566354,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium continuum"
"4496","GCA_013186395",1,2951362,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium papillatum"
"4497","GCA_013186425",1,2699242,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium sp. NRRL 62610"
"4498","GCA_013186755",1,48487,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium begoniae"
"4499","GCA_013186765",1,79018,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium bulbicola"
"4500","GCA_013186785",1,47755,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium pseudonygamai"
"4501","GCA_013186845",1,192009,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium sterilihyphosum"
"4502","GCA_013186855",1,48496,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium ramigenum"
"4503","GCA_013186905",1,42665,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium udum"
"4504","GCA_013187285",1,29204,"Eukaryota","SAR","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella","Cyclotella cryptica"
"4505","GCA_013201745",6,690259,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum siamense"
"4506","GCA_013201755",2,690259,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum siamense"
"4507","GCA_013201765",15,1131913,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum viniferum"
"4508","GCA_013201785",3,912113,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum tropicale"
"4509","GCA_013201795",6,690259,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum siamense"
"4510","GCA_013201865",2,690259,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum siamense"
"4511","GCA_013201925",1,690256,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum fructicola"
"4512","GCA_013202065",9,2053667,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Hymenoptera","Braconidae","Cotesia","Cotesia typhae"
"4513","GCA_013235015",6,182803,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Arachnida","Araneae","Araneidae","Araneus","Araneus ventricosus"
"4514","GCA_013248845",1,706581,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Passalora","Passalora sequoiae"
"4515","GCA_013265535",8,130454,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Arachis","Arachis ipaensis"
"4516","GCA_013265605",1,29729,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Gossypium","Gossypium arboreum"
"4517","GCA_013265735",18,8022,"Eukaryota","Opisthokonta","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"4518","GCA_013265775",1,230603,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces uvarum"
"4519","GCA_013266175",1,282569,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium gaditjirri"
"4520","GCA_013266185",1,1208366,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium sarcochroum"
"4521","GCA_013266195",1,1053134,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium zealandicum"
"4522","GCA_013266205",1,57161,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium decemcellulare"
"4523","GCA_013266265",1,2692428,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium sp. NRRL 66182"
"4524","GCA_013266295",4,2700039,"Eukaryota","Opisthokonta","Metazoa","Chordata","Leptocardii","Amphioxiformes","Branchiostomidae","Branchiostoma","Branchiostoma floridae x Branchiostoma japonicum"
"4525","GCA_013281855",7,3673,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Momordica","Momordica charantia"
"4526","GCA_013282895",1,133082,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Hemiptera","Pemphigidae","Eriosoma","Eriosoma lanigerum"
"4527","GCA_013283005",4,273748,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Malacostraca","Decapoda","Lithodidae","Paralithodes","Paralithodes platypus"
"4528","GCA_013305485",1,1810908,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus spinulosporus"
